지역명,연도,월,평당분양가격
충북,2016,3,6534.0
충남,2016,3,6979.5
전북,2016,3,6438.299999999999
전남,2016,3,6339.299999999999
경북,2016,3,7190.7
경남,2016,3,7863.9
제주,2016,3,7636.2
서울,2016,4,20595.3
인천,2016,4,10685.4
경기,2016,4,10556.699999999999
부산,2016,4,10457.699999999999
대구,2016,4,10335.599999999999
광주,2016,4,8910.0
대전,2016,4,8081.7
울산,2016,4,10137.599999999999
세종,2016,4,8844.0
강원,2016,4,7062.0
충북,2016,4,6494.4
충남,2016,4,7157.7
전북,2016,4,6299.7
전남,2016,4,6352.5
경북,2016,4,7184.099999999999
경남,2016,4,7890.299999999999
제주,2016,4,8972.699999999999
서울,2016,5,20671.199999999997
인천,2016,5,10490.699999999999
경기,2016,5,11361.9
부산,2016,5,10388.4
대구,2016,5,10335.599999999999
광주,2016,5,8982.6
대전,2016,5,8134.5
울산,2016,5,10154.099999999999
세종,2016,5,8844.0
강원,2016,5,6986.099999999999
충북,2016,5,6534.0
충남,2016,5,7147.799999999999
전북,2016,5,6418.5
전남,2016,5,6359.099999999999
경북,2016,5,7180.799999999999
경남,2016,5,7857.299999999999
제주,2016,5,8880.3
서울,2016,6,20486.399999999998
인천,2016,6,10573.199999999999
경기,2016,6,11688.599999999999
부산,2016,6,10395.0
대구,2016,6,10342.199999999999
광주,2016,6,9032.1
대전,2016,6,8454.6
울산,2016,6,10127.699999999999
세종,2016,6,8853.9
강원,2016,6,6943.2
충북,2016,6,6755.099999999999
충남,2016,6,7253.4
전북,2016,6,6372.299999999999
전남,2016,6,6494.4
경북,2016,6,7385.4
경남,2016,6,7883.7
제주,2016,6,9329.1
서울,2016,7,20638.199999999997
인천,2016,7,10632.599999999999
경기,2016,7,11652.3
부산,2016,7,10421.4
대구,2016,7,10329.0
광주,2016,7,9048.6
대전,2016,7,8454.6
울산,2016,7,10127.699999999999
세종,2016,7,8867.1
강원,2016,7,6933.299999999999
충북,2016,7,6847.5
충남,2016,7,7253.4
전북,2016,7,6365.7
전남,2016,7,6494.4
경북,2016,7,7418.4
경남,2016,7,7837.5
제주,2016,7,9329.1
서울,2016,8,20740.5
인천,2016,8,10675.5
경기,2016,8,11751.3
부산,2016,8,10510.5
대구,2016,8,10385.099999999999
광주,2016,8,8995.8
대전,2016,8,8454.6
울산,2016,8,9820.8
세종,2016,8,8890.199999999999
강원,2016,8,6923.4
충북,2016,8,7009.2
충남,2016,8,7375.5
전북,2016,8,6365.7
전남,2016,8,6487.799999999999
경북,2016,8,7385.4
경남,2016,8,7867.2
제주,2016,8,9497.4
서울,2016,9,20733.899999999998
인천,2016,9,10454.4
경기,2016,9,11088.0
부산,2016,9,10560.0
대구,2016,9,10385.099999999999
광주,2016,9,8979.3
대전,2016,9,8306.1
울산,2016,9,9820.8
세종,2016,9,8873.699999999999
강원,2016,9,6930.0
충북,2016,9,7012.5
충남,2016,9,7378.799999999999
전북,2016,9,6352.5
전남,2016,9,6507.599999999999
경북,2016,9,7428.299999999999
경남,2016,9,7890.299999999999
제주,2016,9,10173.9
서울,2016,10,21120.0
인천,2016,10,10553.4
경기,2016,10,11322.3
부산,2016,10,10220.099999999999
대구,2016,10,10385.099999999999
광주,2016,10,8992.5
대전,2016,10,10117.8
울산,2016,10,10576.5
세종,2016,10,8910.0
강원,2016,10,7052.099999999999
충북,2016,10,6923.4
충남,2016,10,7415.099999999999
전북,2016,10,6359.099999999999
전남,2016,10,6540.599999999999
경북,2016,10,7570.2
경남,2016,10,7959.599999999999
제주,2016,10,10173.9
서울,2016,11,21021.0
인천,2016,11,10398.3
경기,2016,11,11701.8
부산,2016,11,10173.9
대구,2016,11,10259.699999999999
광주,2016,11,9157.5
대전,2016,11,8860.5
울산,2016,11,10758.0
세종,2016,11,8916.6
강원,2016,11,6834.299999999999
충북,2016,11,7012.5
충남,2016,11,7514.099999999999
전북,2016,11,6362.4
전남,2016,11,6784.799999999999
경북,2016,11,7570.2
경남,2016,11,7784.7
제주,2016,11,10253.099999999999
서울,2016,12,21261.899999999998
인천,2016,12,10335.599999999999
경기,2016,12,11731.5
부산,2016,12,10734.9
대구,2016,12,10375.199999999999
광주,2016,12,9183.9
대전,2016,12,8860.5
울산,2016,12,10758.0
세종,2016,12,8926.5
강원,2016,12,6887.099999999999
충북,2016,12,6867.299999999999
충남,2016,12,7504.2
전북,2016,12,6613.2
전남,2016,12,6857.4
경북,2016,12,7626.299999999999
경남,2016,12,7880.4
제주,2016,12,10335.599999999999
서울,2017,1,21285.0
인천,2017,1,10335.599999999999
경기,2017,1,11728.199999999999
부산,2017,1,10705.199999999999
대구,2017,1,10299.3
광주,2017,1,9167.4
대전,2017,1,8860.5
울산,2017,1,10758.0
세종,2017,1,8926.5
강원,2017,1,6880.5
충북,2017,1,6946.5
충남,2017,1,7375.5
전북,2017,1,6619.799999999999
전남,2017,1,6857.4
경북,2017,1,7629.599999999999
경남,2017,1,7887.0
제주,2017,1,10309.199999999999
서울,2017,2,21331.199999999997
인천,2017,2,10451.099999999999
경기,2017,2,11903.099999999999
부산,2017,2,10701.9
대구,2017,2,10421.4
광주,2017,2,9167.4
대전,2017,2,8979.3
울산,2017,2,10767.9
세종,2017,2,8926.5
강원,2017,2,6897.0
충북,2017,2,6745.2
충남,2017,2,7378.799999999999
전북,2017,2,6629.7
전남,2017,2,6906.9
경북,2017,2,7613.099999999999
경남,2017,2,7867.2
제주,2017,2,10342.199999999999
서울,2017,3,21021.0
인천,2017,3,10490.699999999999
경기,2017,3,11985.599999999999
부산,2017,3,10857.0
대구,2017,3,10560.0
광주,2017,3,9183.9
대전,2017,3,8979.3
울산,2017,3,10767.9
세종,2017,3,8926.5
강원,2017,3,6824.4
충북,2017,3,6520.799999999999
충남,2017,3,7382.099999999999
전북,2017,3,6745.2
전남,2017,3,6897.0
경북,2017,3,7560.299999999999
경남,2017,3,7943.099999999999
제주,2017,3,10220.099999999999
서울,2017,4,21007.8
인천,2017,4,10490.699999999999
경기,2017,4,11893.199999999999
부산,2017,4,10853.699999999999
대구,2017,4,10490.699999999999
광주,2017,4,9418.199999999999
대전,2017,4,9038.699999999999
울산,2017,4,11807.4
세종,2017,4,9005.699999999999
강원,2017,4,6824.4
충북,2017,4,6732.0
충남,2017,4,7329.299999999999
전북,2017,4,6946.5
전남,2017,4,6949.799999999999
경북,2017,4,7649.4
경남,2017,4,7923.299999999999
제주,2017,4,10965.9
서울,2017,5,21120.0
인천,2017,5,10860.3
경기,2017,5,11464.199999999999
부산,2017,5,11711.699999999999
대구,2017,5,10490.699999999999
광주,2017,5,9537.0
대전,2017,5,9038.699999999999
울산,2017,5,11807.4
세종,2017,5,9005.699999999999
강원,2017,5,6877.2
충북,2017,5,6765.0
충남,2017,5,7332.599999999999
전북,2017,5,7029.0
전남,2017,5,7144.5
경북,2017,5,7797.9
경남,2017,5,7979.4
제주,2017,5,11414.699999999999
서울,2017,6,22001.1
인천,2017,6,10975.8
경기,2017,6,11513.699999999999
부산,2017,6,11932.8
대구,2017,6,10711.8
광주,2017,6,9609.6
대전,2017,6,9038.699999999999
울산,2017,6,11820.599999999999
세종,2017,6,9018.9
강원,2017,6,7032.299999999999
충북,2017,6,6741.9
충남,2017,6,7504.2
전북,2017,6,7263.299999999999
전남,2017,6,7085.099999999999
경북,2017,6,7863.9
경남,2017,6,8065.2
제주,2017,6,10804.199999999999
서울,2017,7,21690.899999999998
인천,2017,7,10962.599999999999
경기,2017,7,11975.699999999999
부산,2017,7,11926.199999999999
대구,2017,7,12771.0
광주,2017,7,9550.199999999999
대전,2017,7,9035.4
울산,2017,7,11820.599999999999
세종,2017,7,9018.9
강원,2017,7,7081.799999999999
충북,2017,7,6741.9
충남,2017,7,7507.5
전북,2017,7,7243.5
전남,2017,7,7085.099999999999
경북,2017,7,7860.599999999999
경남,2017,7,8134.5
제주,2017,7,11005.5
서울,2017,8,20367.6
인천,2017,8,10800.9
경기,2017,8,12015.3
부산,2017,8,11843.699999999999
대구,2017,8,13180.199999999999
광주,2017,8,9579.9
대전,2017,8,9035.4
울산,2017,8,11820.599999999999
세종,2017,8,9022.199999999999
강원,2017,8,7484.4
충북,2017,8,6765.0
충남,2017,8,7448.099999999999
전북,2017,8,7289.7
전남,2017,8,7306.2
경북,2017,8,8055.299999999999
경남,2017,8,8299.5
제주,2017,8,11005.5
서울,2017,9,21473.1
인천,2017,9,10896.599999999999
경기,2017,9,11972.4
부산,2017,9,11860.199999999999
대구,2017,9,12668.699999999999
광주,2017,9,9718.5
대전,2017,9,9550.199999999999
울산,2017,9,11820.599999999999
세종,2017,9,9101.4
강원,2017,9,7375.5
충북,2017,9,6778.2
충남,2017,9,7448.099999999999
전북,2017,9,7322.7
전남,2017,9,7306.2
경북,2017,9,8015.7
경남,2017,9,8283.0
제주,2017,9,10632.599999999999
서울,2017,10,21707.399999999998
인천,2017,10,10890.0
경기,2017,10,11962.5
부산,2017,10,12285.9
대구,2017,10,12668.699999999999
광주,2017,10,9609.6
대전,2017,10,9005.699999999999
울산,2017,10,11170.5
세종,2017,10,9104.699999999999
강원,2017,10,7520.7
충북,2017,10,6798.0
충남,2017,10,7533.9
전북,2017,10,7200.599999999999
전남,2017,10,7606.5
경북,2017,10,7811.099999999999
경남,2017,10,8038.799999999999
제주,2017,10,10632.599999999999
서울,2017,11,
인천,2017,11,
경기,2017,11,
부산,2017,11,
대구,2017,11,
광주,2017,11,
대전,2017,11,
울산,2017,11,
세종,2017,11,
강원,2017,11,
충북,2017,11,
충남,2017,11,
전북,2017,11,
전남,2017,11,
경북,2017,11,
경남,2017,11,
제주,2017,11,
서울,2017,12,22129.8
인천,2017,12,10949.4
경기,2017,12,11936.099999999999
부산,2017,12,12678.599999999999
대구,2017,12,11751.3
광주,2017,12,9556.8
대전,2017,12,8929.8
울산,2017,12,10434.599999999999
세종,2017,12,10431.3
강원,2017,12,7596.599999999999
충북,2017,12,6854.099999999999
충남,2017,12,7778.099999999999
전북,2017,12,7345.799999999999
전남,2017,12,7920.0
경북,2017,12,7887.0
경남,2017,12,8896.8
제주,2017,12,11807.4
서울,2018,1,21855.899999999998
인천,2018,1,10998.9
경기,2018,1,12691.8
부산,2018,1,12678.599999999999
대구,2018,1,11830.5
광주,2018,1,9550.199999999999
대전,2018,1,9055.199999999999
울산,2018,1,10434.599999999999
세종,2018,1,10431.3
강원,2018,1,7669.2
충북,2018,1,6854.099999999999
충남,2018,1,7900.2
전북,2018,1,7345.799999999999
전남,2018,1,7920.0
경북,2018,1,8055.299999999999
경남,2018,1,8896.8
제주,2018,1,11998.8
서울,2018,2,21882.3
인천,2018,2,11028.599999999999
경기,2018,2,12790.8
부산,2018,2,12705.0
대구,2018,2,11101.199999999999
광주,2018,2,9550.199999999999
대전,2018,2,9527.1
울산,2018,2,10474.199999999999
세종,2018,2,10431.3
강원,2018,2,7665.9
충북,2018,2,7147.799999999999
충남,2018,2,7900.2
전북,2018,2,7500.9
전남,2018,2,7774.799999999999
경북,2018,2,8055.299999999999
경남,2018,2,8903.4
제주,2018,2,12635.699999999999
서울,2018,3,22558.8
인천,2018,3,11408.099999999999
경기,2018,3,12790.8
부산,2018,3,12596.099999999999
대구,2018,3,11193.599999999999
광주,2018,3,9669.0
대전,2018,3,9527.1
울산,2018,3,10474.199999999999
세종,2018,3,10431.3
강원,2018,3,7890.299999999999
충북,2018,3,8101.5
충남,2018,3,7900.2
전북,2018,3,7467.9
전남,2018,3,7748.4
경북,2018,3,8052.0
경남,2018,3,8900.1
제주,2018,3,12952.5
서울,2018,4,22575.3
인천,2018,4,11408.099999999999
경기,2018,4,12734.699999999999
부산,2018,4,12747.9
대구,2018,4,11629.199999999999
광주,2018,4,9520.5
대전,2018,4,9807.6
울산,2018,4,10474.199999999999
세종,2018,4,10332.3
강원,2018,4,7514.099999999999
충북,2018,4,8682.3
충남,2018,4,7900.2
전북,2018,4,7646.099999999999
전남,2018,4,7771.5
경북,2018,4,8052.0
경남,2018,4,8877.0
제주,2018,4,12952.5
서울,2018,5,22832.699999999997
인천,2018,5,11338.8
경기,2018,5,13157.099999999999
부산,2018,5,12714.9
대구,2018,5,12048.3
광주,2018,5,9589.8
대전,2018,5,9807.6
울산,2018,5,10474.199999999999
세종,2018,5,10332.3
강원,2018,5,7553.7
충북,2018,5,8698.8
충남,2018,5,8094.9
전북,2018,5,7675.799999999999
전남,2018,5,7774.799999999999
경북,2018,5,8672.4
경남,2018,5,8893.5
제주,2018,5,12952.5
서울,2018,6,22090.199999999997
인천,2018,6,11127.599999999999
경기,2018,6,12959.099999999999
부산,2018,6,12817.199999999999
대구,2018,6,12107.699999999999
광주,2018,6,9900.0
대전,2018,6,9807.6
울산,2018,6,10312.5
세종,2018,6,10332.3
강원,2018,6,7563.599999999999
충북,2018,6,7873.799999999999
충남,2018,6,8141.099999999999
전북,2018,6,7675.799999999999
전남,2018,6,7774.799999999999
경북,2018,6,8682.3
경남,2018,6,8893.5
제주,2018,6,12952.5
